id_,n_bedrooms,n_bathrooms,area,zipcode,price,bedroom,bathroom,kitchen,frontal
38,3.0,3.5,2792.0,85255.0,799900.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/38_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/38_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/38_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/38_frontal.jpg
39,3.0,4.5,4228.0,85255.0,1229000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/39_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/39_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/39_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/39_frontal.jpg
40,3.0,3.0,2146.0,93446.0,455000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/40_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/40_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/40_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/40_frontal.jpg
41,4.0,1.0,9583.0,98021.0,395000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/41_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/41_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/41_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/41_frontal.jpg
42,5.0,2.0,7627.0,98021.0,638940.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/42_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/42_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/42_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/42_frontal.jpg
43,3.0,2.0,2153.0,98021.0,435000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/43_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/43_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/43_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/43_frontal.jpg
44,3.0,2.5,2014.0,98021.0,528800.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/44_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/44_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/44_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/44_frontal.jpg
45,4.0,2.0,1928.0,81524.0,350000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/45_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/45_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/45_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/45_frontal.jpg
46,3.0,3.0,2134.0,81524.0,425000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/46_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/46_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/46_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/46_frontal.jpg
47,4.0,3.0,2504.0,81524.0,500000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/47_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/47_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/47_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/47_frontal.jpg
48,3.0,3.0,2462.0,81524.0,589900.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/48_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/48_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/48_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/48_frontal.jpg
49,4.0,3.0,3904.0,81418.0,419000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/49_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/49_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/49_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/49_frontal.jpg
50,3.0,2.0,2034.0,81418.0,415000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/50_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/50_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/50_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/50_frontal.jpg
51,3.0,2.0,1594.0,81521.0,214900.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/51_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/51_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/51_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/51_frontal.jpg
52,4.0,2.0,2957.0,81524.0,699900.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/52_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/52_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/52_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/52_frontal.jpg
53,3.0,3.0,1894.0,81524.0,449000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/53_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/53_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/53_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/53_frontal.jpg
54,4.0,2.0,2128.0,81524.0,249900.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/54_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/54_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/54_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/54_frontal.jpg
55,5.0,3.0,3267.0,81524.0,595999.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/55_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/55_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/55_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/55_frontal.jpg
56,3.0,3.0,2836.0,81524.0,535000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/56_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/56_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/56_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/56_frontal.jpg
57,4.0,3.0,2174.0,81524.0,439900.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/57_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/57_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/57_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/57_frontal.jpg
58,3.0,2.0,1508.0,81524.0,450000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/58_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/58_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/58_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/58_frontal.jpg
59,3.0,2.0,2288.0,62214.0,196000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/59_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/59_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/59_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/59_frontal.jpg
60,3.0,2.0,1709.0,62234.0,104900.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/60_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/60_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/60_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/60_frontal.jpg
61,3.0,2.5,1776.0,62034.0,209900.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/61_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/61_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/61_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/61_frontal.jpg
62,5.0,3.5,4560.0,62025.0,520000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/62_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/62_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/62_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/62_frontal.jpg
63,4.0,3.0,2686.0,62025.0,249900.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/63_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/63_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/63_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/63_frontal.jpg
64,3.0,2.0,1201.0,62088.0,119000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/64_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/64_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/64_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/64_frontal.jpg
65,4.0,2.5,2850.0,62234.0,218000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/65_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/65_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/65_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/65_frontal.jpg
66,4.0,3.5,3768.0,62234.0,254900.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/66_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/66_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/66_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/66_frontal.jpg
67,3.0,2.5,2750.0,62234.0,219500.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/67_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/67_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/67_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/67_frontal.jpg
68,4.0,3.0,2851.0,62234.0,186500.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/68_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/68_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/68_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/68_frontal.jpg
69,4.0,1.5,1254.0,62234.0,94500.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/69_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/69_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/69_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/69_frontal.jpg
70,4.0,4.5,3740.0,62249.0,339900.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/70_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/70_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/70_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/70_frontal.jpg
71,3.0,2.5,3233.0,62234.0,259000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/71_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/71_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/71_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/71_frontal.jpg
72,3.0,2.0,2288.0,62214.0,196000.0,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/72_bedroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/72_bathroom.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/72_kitchen.jpg,C:/Users/manue/projects/HOUSES-DATASET/Houses Dataset/72_frontal.jpg
